estacion,fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2,marea
meteo punta brava,2022-05-09T16:55:00Z,18.6,80,1019.7,4.4,90,E,NA
meteo punta brava,2022-05-09T17:00:00Z,18.8,80,1019.6,4.2,83,E,NA
meteo punta brava,2022-05-09T17:05:00Z,18.8,80,1019.6,4.4,80,E,NA
meteo punta brava,2022-05-09T17:10:00Z,18.8,79,1019.5,4.1,98,E,NA
meteo punta brava,2022-05-09T17:15:00Z,18.5,80,1019.4,4.3,116,ESE,NA
meteo punta brava,2022-05-09T17:20:00Z,18.7,80,1019.3,5.4,94,E,NA
meteo punta brava,2022-05-09T17:25:00Z,18.8,79,1019.3,4.7,104,ESE,NA
meteo punta brava,2022-05-09T17:30:00Z,18.7,79,1019.2,4.4,116,ESE,NA
meteo punta brava,2022-05-09T17:35:00Z,18.5,80,1019,4.9,116,ESE,NA
meteo punta brava,2022-05-09T17:40:00Z,18.4,81,1018.9,5.3,110,ESE,NA
meteo punta brava,2022-05-09T17:45:00Z,18.6,79,1018.8,5.6,101,E,NA
meteo punta brava,2022-05-09T17:50:00Z,18.7,79,1018.8,5.2,113,ESE,NA
meteo punta brava,2022-05-09T17:55:00Z,18.7,79,1018.8,5.8,104,ESE,NA
meteo punta brava,2022-05-09T18:00:00Z,18.7,79,1018.8,5.1,117,ESE,NA
meteo punta brava,2022-05-09T18:05:00Z,18.4,80,1018.9,5.4,128,SE,NA
meteo punta brava,2022-05-09T18:10:00Z,18.3,81,1019,4.8,123,ESE,NA
meteo punta brava,2022-05-09T18:15:00Z,18.3,81,1019.1,4.5,135,SE,NA
meteo punta brava,2022-05-09T18:20:00Z,18.4,82,1019.1,4.7,139,SE,NA
meteo punta brava,2022-05-09T18:25:00Z,18.4,81,1019,4.1,138,SE,NA
meteo punta brava,2022-05-09T18:30:00Z,18.4,81,1018.9,4.2,138,SE,NA
meteo punta brava,2022-05-09T18:35:00Z,18.4,81,1018.9,4.8,133,SE,NA
meteo punta brava,2022-05-09T18:40:00Z,18.5,81,1018.9,3.9,126,SE,NA
meteo punta brava,2022-05-09T18:45:00Z,18.4,81,1018.9,3.4,123,ESE,NA
meteo punta brava,2022-05-09T18:50:00Z,18.5,82,1019,4.1,148,SSE,NA
meteo punta brava,2022-05-09T18:55:00Z,18.5,81,1019.1,3.8,137,SE,NA
meteo punta brava,2022-05-09T19:00:00Z,18.2,81,1019.1,3.6,130,SE,NA
meteo punta brava,2022-05-09T19:05:00Z,18.1,81,1019.1,3.9,139,SE,NA
meteo punta brava,2022-05-09T19:10:00Z,18.1,82,1019,4.2,138,SE,NA
meteo punta brava,2022-05-09T19:15:00Z,18,81,1018.9,3.5,111,ESE,NA
meteo punta brava,2022-05-09T19:20:00Z,18,81,1019,3.4,110,ESE,NA
meteo punta brava,2022-05-09T19:25:00Z,18,82,1018.9,3.7,106,ESE,NA
meteo punta brava,2022-05-09T19:30:00Z,18,82,1018.9,3.6,114,ESE,NA
meteo punta brava,2022-05-09T19:35:00Z,18,83,1018.8,4.1,102,ESE,NA
meteo punta brava,2022-05-09T19:40:00Z,18,83,1018.8,3.6,120,ESE,NA
meteo punta brava,2022-05-09T19:45:00Z,17.9,84,1018.9,3.3,120,ESE,NA
meteo punta brava,2022-05-09T19:50:00Z,17.9,84,1018.8,3.7,109,ESE,NA
meteo punta brava,2022-05-09T19:55:00Z,17.8,83,1018.8,3.6,106,ESE,NA
meteo punta brava,2022-05-09T20:00:00Z,17.8,84,1018.8,3.5,105,ESE,NA
meteo punta brava,2022-05-09T20:05:00Z,17.8,84,1018.9,3.6,115,ESE,NA
meteo punta brava,2022-05-09T20:10:00Z,17.8,84,1018.9,3.8,113,ESE,NA
meteo punta brava,2022-05-09T20:15:00Z,17.8,85,1018.7,4.7,99,E,NA
meteo punta brava,2022-05-09T20:20:00Z,17.7,85,1018.7,4.7,98,E,NA
meteo punta brava,2022-05-09T20:25:00Z,17.8,85,1018.8,4.5,105,ESE,NA
meteo punta brava,2022-05-09T20:30:00Z,17.7,84,1018.8,4.3,98,E,NA
meteo punta brava,2022-05-09T20:35:00Z,17.7,84,1018.7,4.3,104,ESE,NA
meteo punta brava,2022-05-09T20:40:00Z,17.7,83,1018.8,4.1,113,ESE,NA
meteo punta brava,2022-05-09T20:45:00Z,17.7,83,1018.8,4.2,108,ESE,NA
meteo punta brava,2022-05-09T20:50:00Z,17.7,83,1018.8,4.3,117,ESE,NA
meteo punta brava,2022-05-09T20:55:00Z,17.7,83,1018.7,4.5,114,ESE,NA
meteo punta brava,2022-05-09T21:00:00Z,17.7,82,1018.7,4.3,116,ESE,NA
meteo punta brava,2022-05-09T21:05:00Z,17.7,82,1018.8,4.7,113,ESE,NA
meteo punta brava,2022-05-09T21:10:00Z,17.7,81,1018.8,4.8,119,ESE,NA
meteo punta brava,2022-05-09T21:15:00Z,17.7,83,1018.8,4.8,116,ESE,NA
meteo punta brava,2022-05-09T21:20:00Z,17.7,82,1018.7,5.3,106,ESE,NA
meteo punta brava,2022-05-09T21:25:00Z,17.7,83,1018.6,6.5,98,E,NA
meteo punta brava,2022-05-09T21:30:00Z,17.6,84,1018.7,5.9,90,E,NA
meteo punta brava,2022-05-09T21:35:00Z,17.6,85,1018.8,5.7,91,E,NA
meteo punta brava,2022-05-09T21:40:00Z,17.6,85,1018.8,5.2,108,ESE,NA
meteo punta brava,2022-05-09T21:45:00Z,17.6,84,1018.8,5.4,105,ESE,NA
meteo punta brava,2022-05-09T21:50:00Z,17.6,82,1018.9,5.4,112,ESE,NA
meteo punta brava,2022-05-09T21:55:00Z,17.7,81,1018.8,5.8,108,ESE,NA
meteo punta brava,2022-05-09T22:00:00Z,17.7,82,1018.8,5.8,109,ESE,NA
meteo punta brava,2022-05-09T22:05:00Z,17.7,83,1018.9,6.2,110,ESE,NA
meteo punta brava,2022-05-09T22:10:00Z,17.7,83,1018.9,6.5,115,ESE,NA
meteo punta brava,2022-05-09T22:15:00Z,17.7,84,1018.9,6.5,118,ESE,NA
meteo punta brava,2022-05-09T22:20:00Z,17.7,83,1018.9,5.9,118,ESE,NA
meteo punta brava,2022-05-09T22:25:00Z,17.7,83,1018.9,5.9,115,ESE,NA
meteo punta brava,2022-05-09T22:30:00Z,17.7,83,1018.9,7.2,99,E,NA
meteo punta brava,2022-05-09T22:35:00Z,17.6,83,1018.9,7.2,89,E,NA
meteo punta brava,2022-05-09T22:40:00Z,17.5,81,1018.8,7.6,81,E,NA
meteo punta brava,2022-05-09T22:45:00Z,17.6,81,1018.9,7.8,91,E,NA
meteo punta brava,2022-05-09T22:50:00Z,17.7,82,1019,8,101,E,NA
meteo punta brava,2022-05-09T22:55:00Z,17.7,82,1019.1,7.1,111,ESE,NA
meteo punta brava,2022-05-09T23:00:00Z,17.7,83,1019.1,7.1,112,ESE,NA
meteo punta brava,2022-05-09T23:05:00Z,17.7,82,1019.2,7.4,111,ESE,NA
meteo punta brava,2022-05-09T23:10:00Z,17.7,84,1019.2,7.7,119,ESE,NA
meteo punta brava,2022-05-09T23:15:00Z,17.6,83,1019.3,6.6,115,ESE,NA
meteo punta brava,2022-05-09T23:20:00Z,17.7,84,1019.4,7.8,123,ESE,NA
meteo punta brava,2022-05-09T23:25:00Z,17.6,84,1019.3,6.7,115,ESE,NA
meteo punta brava,2022-05-09T23:30:00Z,17.6,84,1019.4,7.4,117,ESE,NA
meteo punta brava,2022-05-09T23:35:00Z,17.6,84,1019.4,7.7,123,ESE,NA
meteo punta brava,2022-05-09T23:40:00Z,17.6,84,1019.3,7.9,118,ESE,NA
meteo punta brava,2022-05-09T23:45:00Z,17.6,84,1019.3,8,116,ESE,NA
meteo punta brava,2022-05-09T23:50:00Z,17.7,84,1019.3,7.7,115,ESE,NA
meteo punta brava,2022-05-09T23:55:00Z,17.6,84,1019.2,7.5,109,ESE,NA
meteo punta brava,2022-05-10T00:00:00Z,17.7,85,1019.2,8.8,104,ESE,NA
meteo punta brava,2022-05-10T00:05:00Z,17.6,84,1019.2,9.8,99,E,NA
meteo punta brava,2022-05-10T00:10:00Z,17.6,85,1019.2,8.9,99,E,NA
meteo punta brava,2022-05-10T00:15:00Z,17.6,85,1019.2,8.9,99,E,NA
meteo punta brava,2022-05-10T00:20:00Z,17.6,86,1019.2,8.6,102,ESE,NA
meteo punta brava,2022-05-10T00:25:00Z,17.6,85,1019.1,8.9,99,E,NA
meteo punta brava,2022-05-10T00:30:00Z,17.6,86,1019.1,8.6,103,ESE,NA
meteo punta brava,2022-05-10T00:35:00Z,17.6,86,1019.1,9.3,96,E,NA
meteo punta brava,2022-05-10T00:40:00Z,17.6,85,1019.1,9.4,96,E,NA
meteo punta brava,2022-05-10T00:45:00Z,17.6,85,1019.1,9.4,96,E,NA
meteo punta brava,2022-05-10T00:50:00Z,17.6,86,1019.1,9.9,93,E,NA
meteo punta brava,2022-05-10T00:55:00Z,17.6,86,1019.1,9.2,89,E,NA
meteo punta brava,2022-05-10T01:00:00Z,17.5,87,1019.1,9.2,90,E,NA
meteo punta brava,2022-05-10T01:05:00Z,17.5,87,1019,9.4,92,E,NA
meteo punta brava,2022-05-10T01:10:00Z,17.5,87,1019.1,9.2,89,E,NA
meteo punta brava,2022-05-10T01:15:00Z,17.4,88,1019.1,8.9,85,E,NA
meteo punta brava,2022-05-10T01:20:00Z,17.4,88,1018.9,10.2,75,ENE,NA
meteo punta brava,2022-05-10T01:25:00Z,17.4,89,1018.9,10.4,71,ENE,NA
meteo punta brava,2022-05-10T01:30:00Z,17.4,89,1018.9,9.6,73,ENE,NA
meteo punta brava,2022-05-10T01:35:00Z,17.3,89,1019,8.7,80,E,NA
meteo punta brava,2022-05-10T01:40:00Z,17.3,89,1019,7.8,85,E,NA
meteo punta brava,2022-05-10T01:45:00Z,17.4,89,1019,8.9,76,ENE,NA
meteo punta brava,2022-05-10T01:50:00Z,17.4,90,1019,9.6,78,ENE,NA
meteo punta brava,2022-05-10T01:55:00Z,17.4,90,1019,8.6,69,ENE,NA
meteo punta brava,2022-05-10T02:00:00Z,17.2,90,1018.9,9.1,57,ENE,NA
meteo punta brava,2022-05-10T02:05:00Z,17.1,91,1019,7.8,61,ENE,NA
meteo punta brava,2022-05-10T02:10:00Z,17,91,1019.1,6.7,68,ENE,NA
meteo punta brava,2022-05-10T02:15:00Z,17,91,1019,7,71,ENE,NA
meteo punta brava,2022-05-10T02:20:00Z,17,91,1019,7.4,68,ENE,NA
meteo punta brava,2022-05-10T02:25:00Z,17,91,1018.9,7.5,73,ENE,NA
meteo punta brava,2022-05-10T02:30:00Z,17,91,1018.9,7.2,74,ENE,NA
meteo punta brava,2022-05-10T02:35:00Z,17,91,1018.8,7.3,74,ENE,NA
meteo punta brava,2022-05-10T02:40:00Z,16.9,91,1018.8,5.6,76,ENE,NA
meteo punta brava,2022-05-10T02:45:00Z,16.9,91,1018.9,6,69,ENE,NA
meteo punta brava,2022-05-10T02:50:00Z,16.9,91,1019,6.3,63,ENE,NA
meteo punta brava,2022-05-10T02:55:00Z,16.9,91,1019,5.9,65,ENE,NA
meteo punta brava,2022-05-10T03:00:00Z,16.8,91,1018.8,6.5,61,ENE,NA
meteo punta brava,2022-05-10T03:05:00Z,16.7,91,1018.8,5.3,62,ENE,NA
meteo punta brava,2022-05-10T03:10:00Z,16.7,92,1018.7,4.5,68,ENE,NA
meteo punta brava,2022-05-10T03:15:00Z,16.7,92,1018.7,4.8,69,ENE,NA
meteo punta brava,2022-05-10T03:20:00Z,16.7,92,1018.7,5.4,62,ENE,NA
meteo punta brava,2022-05-10T03:25:00Z,16.6,92,1018.7,4.9,60,ENE,NA
meteo punta brava,2022-05-10T03:30:00Z,16.6,92,1018.8,4.4,76,ENE,NA
meteo punta brava,2022-05-10T03:35:00Z,16.5,91,1018.7,4.1,69,ENE,NA
meteo punta brava,2022-05-10T03:40:00Z,16.5,91,1018.8,3.9,75,ENE,NA
meteo punta brava,2022-05-10T03:45:00Z,16.5,91,1018.9,3,88,E,NA
meteo punta brava,2022-05-10T03:50:00Z,16.5,91,1018.9,2.5,109,ESE,NA
meteo punta brava,2022-05-10T03:55:00Z,16.6,91,1018.9,3,140,SE,NA
meteo punta brava,2022-05-10T04:00:00Z,16.6,91,1018.9,3.6,153,SSE,NA
meteo punta brava,2022-05-10T04:05:00Z,16.7,92,1018.8,3.6,146,SE,NA
meteo punta brava,2022-05-10T04:10:00Z,16.8,92,1018.7,2.4,130,SE,NA
meteo punta brava,2022-05-10T04:15:00Z,16.8,93,1018.7,2.8,119,ESE,NA
meteo punta brava,2022-05-10T04:20:00Z,16.8,93,1018.6,2.8,114,ESE,NA
meteo punta brava,2022-05-10T04:25:00Z,16.8,93,1018.5,2.6,95,E,NA
meteo punta brava,2022-05-10T04:30:00Z,16.7,93,1018.5,2.1,92,E,NA
meteo punta brava,2022-05-10T04:35:00Z,16.6,93,1018.5,1.9,95,E,NA
meteo punta brava,2022-05-10T04:40:00Z,16.6,93,1018.5,1.8,85,E,NA
meteo punta brava,2022-05-10T04:45:00Z,16.5,94,1018.6,2.6,129,SE,NA
meteo punta brava,2022-05-10T04:50:00Z,16.7,94,1018.5,3.4,129,SE,NA
meteo punta brava,2022-05-10T04:55:00Z,16.8,94,1018.5,4.3,121,ESE,NA
meteo punta brava,2022-05-10T05:00:00Z,16.9,93,1018.4,4,118,ESE,NA
meteo punta brava,2022-05-10T05:05:00Z,16.9,93,1018.4,4.5,120,ESE,NA
meteo punta brava,2022-05-10T05:10:00Z,16.9,93,1018.2,4.5,113,ESE,NA
meteo punta brava,2022-05-10T05:15:00Z,16.9,92,1018.2,5,115,ESE,NA
meteo punta brava,2022-05-10T05:20:00Z,17,92,1018.1,5.9,111,ESE,NA
meteo punta brava,2022-05-10T05:25:00Z,17,92,1018,7,100,E,NA
meteo punta brava,2022-05-10T05:30:00Z,16.9,92,1018,7,99,E,NA
meteo punta brava,2022-05-10T05:35:00Z,17,92,1017.9,7,96,E,NA
meteo punta brava,2022-05-10T05:40:00Z,16.9,92,1017.8,6,102,ESE,NA
meteo punta brava,2022-05-10T05:45:00Z,16.9,92,1017.8,6.2,105,ESE,NA
meteo punta brava,2022-05-10T05:50:00Z,16.9,92,1017.7,6.1,105,ESE,NA
meteo punta brava,2022-05-10T05:55:00Z,16.9,92,1017.7,6.6,102,ESE,NA
meteo punta brava,2022-05-10T06:00:00Z,16.8,92,1017.7,6.2,107,ESE,NA
meteo punta brava,2022-05-10T06:05:00Z,16.9,92,1017.5,7.1,97,E,NA
meteo punta brava,2022-05-10T06:10:00Z,16.8,93,1017.5,5.3,75,ENE,NA
meteo punta brava,2022-05-10T06:15:00Z,16.6,93,1017.5,5.2,66,ENE,NA
meteo punta brava,2022-05-10T06:20:00Z,16.6,93,1017.4,4.4,72,ENE,NA
meteo punta brava,2022-05-10T06:25:00Z,16.6,94,1017.4,6.5,95,E,NA
meteo punta brava,2022-05-10T06:30:00Z,16.7,94,1017.4,6.7,98,E,NA
meteo punta brava,2022-05-10T06:35:00Z,16.7,93,1017.3,7.4,96,E,NA
meteo punta brava,2022-05-10T06:40:00Z,16.7,93,1017.2,7.2,88,E,NA
meteo punta brava,2022-05-10T06:45:00Z,16.7,94,1017.1,6.4,73,ENE,NA
meteo punta brava,2022-05-10T06:50:00Z,16.5,94,1017,7.8,54,NE,NA
meteo punta brava,2022-05-10T06:55:00Z,16.3,94,1016.9,7.8,52,NE,NA
meteo punta brava,2022-05-10T07:00:00Z,16.2,94,1016.9,7.4,53,NE,NA
meteo punta brava,2022-05-10T07:05:00Z,16.2,94,1016.8,6.7,52,NE,NA
meteo punta brava,2022-05-10T07:10:00Z,16.2,94,1016.7,6.5,51,NE,NA
meteo punta brava,2022-05-10T07:15:00Z,16.1,93,1016.6,4.9,49,NE,NA
meteo punta brava,2022-05-10T07:20:00Z,16,91,1016.5,4.2,50,NE,NA
meteo punta brava,2022-05-10T07:25:00Z,16.1,91,1016.4,4.8,56,NE,NA
meteo punta brava,2022-05-10T07:30:00Z,16.2,91,1016.3,5,62,ENE,NA
meteo punta brava,2022-05-10T07:35:00Z,16.3,92,1016.3,5.4,62,ENE,NA
meteo punta brava,2022-05-10T07:40:00Z,16.4,92,1016.3,6.2,64,ENE,NA
meteo punta brava,2022-05-10T07:45:00Z,16.3,92,1016.4,6.7,55,NE,NA
meteo punta brava,2022-05-10T07:50:00Z,16.2,92,1016.4,6.7,54,NE,NA
meteo punta brava,2022-05-10T07:55:00Z,16.2,93,1016.5,6.6,56,NE,NA
meteo punta brava,2022-05-10T08:00:00Z,16.2,93,1016.5,6.3,57,ENE,NA
meteo punta brava,2022-05-10T08:05:00Z,16.2,93,1016.4,6.1,59,ENE,NA
meteo punta brava,2022-05-10T08:10:00Z,16.2,92,1016.5,6.9,55,NE,NA
meteo punta brava,2022-05-10T08:15:00Z,16.2,92,1016.5,6.3,51,NE,NA
meteo punta brava,2022-05-10T08:20:00Z,16.1,92,1016.5,6.6,56,NE,NA
meteo punta brava,2022-05-10T08:25:00Z,16.1,90,1016.6,6.3,55,NE,NA
meteo punta brava,2022-05-10T08:30:00Z,16,89,1016.7,5.5,57,ENE,NA
meteo punta brava,2022-05-10T08:35:00Z,16,88,1016.8,4.9,53,NE,NA
meteo punta brava,2022-05-10T08:40:00Z,15.9,88,1016.8,4.6,51,NE,NA
meteo punta brava,2022-05-10T08:45:00Z,15.8,88,1016.9,3.8,38,NE,NA
meteo punta brava,2022-05-10T08:50:00Z,15.5,88,1016.9,2.7,139,SE,NA
meteo punta brava,2022-05-10T08:55:00Z,15.6,88,1017,2.3,186,S,NA
meteo punta brava,2022-05-10T09:00:00Z,15.6,87,1016.9,2.6,112,ESE,NA
meteo punta brava,2022-05-10T09:05:00Z,15.4,88,1017,2.3,300,WNW,NA
meteo punta brava,2022-05-10T09:10:00Z,15.2,90,1017.1,2.8,274,W,NA
meteo punta brava,2022-05-10T09:15:00Z,15.1,90,1017.2,3.5,254,WSW,NA
meteo punta brava,2022-05-10T09:20:00Z,15.3,90,1017.3,3,247,WSW,NA
meteo punta brava,2022-05-10T09:25:00Z,15.4,89,1017.4,2.1,245,WSW,NA
meteo punta brava,2022-05-10T09:30:00Z,15.4,89,1017.4,2,248,WSW,NA
meteo punta brava,2022-05-10T09:35:00Z,15.3,89,1017.5,1.7,228,SW,NA
meteo punta brava,2022-05-10T09:40:00Z,15.4,89,1017.5,1,239,WSW,NA
meteo punta brava,2022-05-10T09:45:00Z,15.4,89,1017.5,0.8,200,SSW,NA
meteo punta brava,2022-05-10T09:50:00Z,15,89,1017.5,0.7,179,S,NA
meteo punta brava,2022-05-10T09:55:00Z,15,90,1017.5,0.5,109,ESE,NA
meteo punta brava,2022-05-10T10:00:00Z,15,90,1017.6,0.5,122,ESE,NA
meteo punta brava,2022-05-10T10:05:00Z,14.8,90,1017.6,0.7,328,NNW,NA
meteo punta brava,2022-05-10T10:10:00Z,14.9,91,1017.6,1.8,321,NW,NA
meteo punta brava,2022-05-10T10:15:00Z,15,92,1017.7,3.2,329,NNW,NA
meteo punta brava,2022-05-10T10:20:00Z,15.2,92,1017.7,3.5,326,NW,NA
meteo punta brava,2022-05-10T10:25:00Z,15.3,92,1017.7,3.3,324,NW,NA
meteo punta brava,2022-05-10T10:30:00Z,15,92,1017.8,2.5,323,NW,NA
meteo punta brava,2022-05-10T10:35:00Z,15,92,1017.7,2.2,332,NNW,NA
meteo punta brava,2022-05-10T10:40:00Z,14.9,92,1017.7,2.2,325,NW,NA
meteo punta brava,2022-05-10T10:45:00Z,14.9,93,1017.7,2.2,320,NW,NA
meteo punta brava,2022-05-10T10:50:00Z,15.1,93,1017.7,2.3,300,WNW,NA
meteo punta brava,2022-05-10T10:55:00Z,15.2,92,1017.8,2.8,276,W,NA
meteo punta brava,2022-05-10T11:00:00Z,15.2,92,1017.8,2.6,273,W,NA
meteo punta brava,2022-05-10T11:05:00Z,15.2,92,1017.8,1.9,258,WSW,NA
meteo punta brava,2022-05-10T11:10:00Z,15.2,92,1017.9,2.3,255,WSW,NA
meteo punta brava,2022-05-10T11:15:00Z,15.3,92,1017.9,1.9,243,WSW,NA
meteo punta brava,2022-05-10T11:20:00Z,15.3,92,1017.8,1.2,239,WSW,NA
meteo punta brava,2022-05-10T11:25:00Z,15.3,92,1017.8,0.6,239,WSW,NA
meteo punta brava,2022-05-10T11:30:00Z,15.3,92,1017.9,0.6,212,SSW,NA
meteo punta brava,2022-05-10T11:35:00Z,15.4,92,1017.9,0.8,157,SSE,NA
meteo punta brava,2022-05-10T11:40:00Z,15.6,91,1017.9,1.8,142,SE,NA
meteo punta brava,2022-05-10T11:45:00Z,15.9,91,1017.9,2.2,153,SSE,NA
meteo punta brava,2022-05-10T11:50:00Z,16.2,91,1017.9,2.4,120,ESE,NA
meteo punta brava,2022-05-10T11:55:00Z,16.3,91,1018,2.4,109,ESE,NA
meteo punta brava,2022-05-10T12:00:00Z,16.5,91,1018,3.3,101,E,NA
meteo punta brava,2022-05-10T12:05:00Z,16.7,90,1018,3,101,E,NA
meteo punta brava,2022-05-10T12:10:00Z,16.8,90,1018.1,3.5,87,E,NA
meteo punta brava,2022-05-10T12:15:00Z,16.7,90,1018.1,3.8,77,ENE,NA
meteo punta brava,2022-05-10T12:20:00Z,16.8,90,1018.2,3.6,87,E,NA
meteo punta brava,2022-05-10T12:25:00Z,17,89,1018.2,3.3,98,E,NA
meteo punta brava,2022-05-10T12:30:00Z,17.1,89,1018.2,3.4,117,ESE,NA
meteo punta brava,2022-05-10T12:35:00Z,17.2,90,1018.2,5.1,133,SE,NA
meteo punta brava,2022-05-10T12:40:00Z,17.2,90,1018.2,7.1,143,SE,NA
meteo punta brava,2022-05-10T12:45:00Z,17.1,91,1018.2,7.9,146,SE,NA
meteo punta brava,2022-05-10T12:50:00Z,17.1,91,1018.2,8.4,136,SE,NA
meteo punta brava,2022-05-10T12:55:00Z,17.1,90,1018.3,7.5,135,SE,NA
meteo punta brava,2022-05-10T13:00:00Z,17,89,1018.3,8.3,140,SE,NA
meteo punta brava,2022-05-10T13:05:00Z,17.1,89,1018.3,7.9,144,SE,NA
meteo punta brava,2022-05-10T13:10:00Z,17.1,89,1018.2,8.7,144,SE,NA
meteo punta brava,2022-05-10T13:15:00Z,17.1,89,1018.2,7.7,146,SE,NA
meteo punta brava,2022-05-10T13:20:00Z,17.1,89,1018.2,8.3,146,SE,NA
meteo punta brava,2022-05-10T13:25:00Z,17.1,89,1018.1,8.2,146,SE,NA
meteo punta brava,2022-05-10T13:30:00Z,17.1,89,1018.1,7.9,144,SE,NA
meteo punta brava,2022-05-10T13:35:00Z,17.1,88,1018.1,8,140,SE,NA
meteo punta brava,2022-05-10T13:40:00Z,17.2,87,1018,8.2,141,SE,NA
meteo punta brava,2022-05-10T13:45:00Z,17.2,88,1018,7.9,143,SE,NA
meteo punta brava,2022-05-10T13:50:00Z,17.3,88,1017.9,9,141,SE,NA
meteo punta brava,2022-05-10T13:55:00Z,17.3,88,1017.8,8.7,142,SE,NA
meteo punta brava,2022-05-10T14:00:00Z,17.3,88,1017.8,8.7,143,SE,NA
meteo punta brava,2022-05-10T14:05:00Z,17.3,88,1017.8,9.2,152,SSE,NA
meteo punta brava,2022-05-10T14:10:00Z,17.3,88,1017.8,9.7,155,SSE,NA
meteo punta brava,2022-05-10T14:15:00Z,17.3,88,1017.8,9.8,151,SSE,NA
meteo punta brava,2022-05-10T14:20:00Z,17.4,87,1017.7,10.3,150,SSE,NA
meteo punta brava,2022-05-10T14:25:00Z,17.5,87,1017.6,9.7,151,SSE,NA
meteo punta brava,2022-05-10T14:30:00Z,17.5,86,1017.6,10.2,151,SSE,NA
meteo punta brava,2022-05-10T14:35:00Z,17.6,86,1017.6,10.4,147,SSE,NA
meteo punta brava,2022-05-10T14:40:00Z,17.5,85,1017.5,10.4,145,SE,NA
meteo punta brava,2022-05-10T14:45:00Z,17.5,86,1017.5,9.7,151,SSE,NA
meteo punta brava,2022-05-10T14:50:00Z,17.5,86,1017.5,10.1,152,SSE,NA
meteo punta brava,2022-05-10T14:55:00Z,17.4,87,1017.4,11.1,150,SSE,NA
meteo punta brava,2022-05-10T15:00:00Z,17.4,86,1017.4,10.5,150,SSE,NA
meteo punta brava,2022-05-10T15:05:00Z,17.6,85,1017.5,10.2,148,SSE,NA
meteo punta brava,2022-05-10T15:10:00Z,18,84,1017.5,8.8,150,SSE,NA
meteo punta brava,2022-05-10T15:15:00Z,18.2,82,1017.6,9.5,142,SE,NA
meteo punta brava,2022-05-10T15:20:00Z,18.1,83,1017.5,10.2,144,SE,NA
meteo punta brava,2022-05-10T15:25:00Z,18,83,1017.5,10,145,SE,NA
meteo punta brava,2022-05-10T15:30:00Z,17.8,83,1017.5,10.1,141,SE,NA
meteo punta brava,2022-05-10T15:35:00Z,17.6,83,1017.5,10,141,SE,NA
meteo punta brava,2022-05-10T15:40:00Z,17.4,83,1017.4,9.9,140,SE,NA
meteo punta brava,2022-05-10T15:45:00Z,17.5,83,1017.3,9.5,141,SE,NA
meteo punta brava,2022-05-10T15:50:00Z,17.6,83,1017.3,9.6,140,SE,NA
meteo punta brava,2022-05-10T15:55:00Z,17.7,81,1017.1,9.2,137,SE,NA
meteo punta brava,2022-05-10T16:00:00Z,17.6,80,1017,8.9,134,SE,NA
meteo punta brava,2022-05-10T16:05:00Z,17.8,82,1016.9,10.8,143,SE,NA
meteo punta brava,2022-05-10T16:10:00Z,17.8,82,1016.8,10.8,147,SSE,NA
meteo punta brava,2022-05-10T16:15:00Z,17.5,83,1016.9,11.5,150,SSE,NA
meteo punta brava,2022-05-10T16:20:00Z,17.3,84,1016.9,10.5,137,SE,NA
meteo punta brava,2022-05-10T16:25:00Z,17.3,83,1016.9,10.3,138,SE,NA
meteo punta brava,2022-05-10T16:30:00Z,17.1,84,1017,9.9,132,SE,NA
meteo punta brava,2022-05-10T16:35:00Z,17,83,1017,9.6,131,SE,NA
meteo punta brava,2022-05-10T16:40:00Z,16.9,83,1017,8.5,135,SE,NA
meteo punta brava,2022-05-10T16:45:00Z,17,83,1017,9.4,135,SE,NA
meteo punta brava,2022-05-10T16:50:00Z,17,82,1017,9,145,SE,NA
meteo punta brava,2022-05-10T16:55:00Z,17.2,82,1016.9,10.4,144,SE,NA
meteo punta brava,2022-05-10T17:00:00Z,17.2,81,1016.8,10.4,146,SE,NA
meteo punta brava,2022-05-10T17:05:00Z,17.2,81,1016.5,10.8,157,SSE,NA
meteo punta brava,2022-05-10T17:10:00Z,17.1,80,1016.3,11.8,165,SSE,NA
meteo punta brava,2022-05-10T17:15:00Z,17.2,80,1016.2,11,168,SSE,NA
meteo punta brava,2022-05-10T17:20:00Z,17.2,80,1016.2,10.3,162,SSE,NA
meteo punta brava,2022-05-10T17:25:00Z,17.3,79,1016.3,11.1,166,SSE,NA
meteo punta brava,2022-05-10T17:30:00Z,17.3,78,1016.4,10.8,167,SSE,NA
meteo punta brava,2022-05-10T17:35:00Z,17.2,78,1016.4,10.2,172,S,NA
meteo punta brava,2022-05-10T17:40:00Z,17.1,78,1016.5,9.2,171,S,NA
meteo punta brava,2022-05-10T17:45:00Z,17,78,1016.5,10.1,175,S,NA
meteo punta brava,2022-05-10T17:50:00Z,16.9,79,1016.4,11.6,169,S,NA
meteo punta brava,2022-05-10T17:55:00Z,16.9,80,1016.4,10.9,172,S,NA
meteo punta brava,2022-05-10T18:00:00Z,16.9,80,1016.4,12.2,172,S,NA
meteo punta brava,2022-05-10T18:05:00Z,16.9,79,1016.3,11.6,173,S,NA
meteo punta brava,2022-05-10T18:10:00Z,16.9,79,1016.3,10.9,175,S,NA
meteo punta brava,2022-05-10T18:15:00Z,16.9,79,1016.4,11.2,173,S,NA
